,ilkid,firstname,lastname,leag_rg,gp_rg,minutes_rg,pts_rg,oreb_rg,dreb_rg,reb_rg,asts_rg,stl_rg,blk_rg,turnover_rg,pf_rg,fga_rg,fgm_rg,fta_rg,ftm_rg,tpa_rg,tpm_rg,leag_po,gp_po,minutes_po,pts_po,dreb_po,oreb_po,reb_po,asts_po,stl_po,blk_po,turnover_po,pf_po,fga_po,fgm_po,fta_po,ftm_po,tpa_po,tpm_po,position,firstseason,lastseason,weight,college,age,retirement_age,start_age,career_span,height,leag,firstyear,lastyear,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,tpa,tpm
64,ANDERRI01,Richard,Anderson,N,407.0,6002.0,2260.0,457.0,961.0,1418.0,611.0,225.0,94.0,362.0,691.0,2206.0,909.0,386.0,294.0,445.0,148.0,N,15.0,140.0,58.0,16.0,7.0,23.0,10.0,2.0,3.0,4.0,20.0,48.0,20.0,12.0,10.0,21.0,8.0,F,1982.0,1989.0,240.0,Cal. State-Santa Barbara,60.0,28.0,21.0,7.0,82.0,,,,,,,,,,,,,,,,,,,
65,ANDERRO01,Ron,Anderson,N,664.0,15112.0,7056.0,856.0,1456.0,2312.0,952.0,470.0,90.0,730.0,1019.0,6239.0,2936.0,1325.0,1079.0,366.0,105.0,N,27.0,621.0,266.0,55.0,25.0,80.0,46.0,11.0,2.0,29.0,58.0,239.0,106.0,54.0,50.0,11.0,4.0,F,1984.0,1993.0,215.0,Fresno State,63.0,35.0,26.0,9.0,79.0,,,,,,,,,,,,,,,,,,,
66,ANDERSH01,Shandon,Anderson,N,671.0,15311.0,5201.0,527.0,1644.0,2171.0,977.0,539.0,174.0,935.0,1362.0,4240.0,1942.0,1374.0,1015.0,953.0,302.0,N,61.0,1185.0,346.0,118.0,62.0,180.0,64.0,31.0,6.0,71.0,121.0,285.0,129.0,103.0,72.0,45.0,16.0,G,1996.0,2004.0,208.0,Georgia,47.0,30.0,22.0,8.0,78.0,,,,,,,,,,,,,,,,,,,
67,ANDERWA01,Wally,Anderzunas,N,44.0,370.0,159.0,0.0,0.0,82.0,9.0,0.0,0.0,0.0,47.0,166.0,65.0,46.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1969.0,1969.0,220.0,Creighton,75.0,23.0,23.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
68,ANDERWI01,Willie,Anderson,N,555.0,15974.0,6771.0,550.0,1532.0,2082.0,2105.0,594.0,342.0,1163.0,1500.0,5952.0,2804.0,1353.0,1064.0,372.0,99.0,N,52.0,1140.0,483.0,108.0,34.0,142.0,127.0,42.0,12.0,81.0,128.0,427.0,198.0,93.0,73.0,42.0,14.0,G,1988.0,1996.0,190.0,Georgia,54.0,29.0,21.0,8.0,79.0,,,,,,,,,,,,,,,,,,,
69,ANIELDO01,Don,Anielak,N,1.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1954.0,1954.0,190.0,SW Missouri State,91.0,24.0,24.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
70,ANSLEMI01,Michael,Ansley,N,149.0,2143.0,1026.0,311.0,310.0,621.0,67.0,51.0,24.0,85.0,284.0,746.0,383.0,360.0,260.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1989.0,1991.0,225.0,Alabama,54.0,24.0,22.0,2.0,79.0,,,,,,,,,,,,,,,,,,,
71,ANSTECH01,Chris,Anstey,N,155.0,2157.0,813.0,178.0,356.0,534.0,127.0,78.0,65.0,147.0,373.0,734.0,303.0,269.0,203.0,29.0,4.0,,,,,,,,,,,,,,,,,,,C,1997.0,1999.0,249.0,none,46.0,24.0,22.0,2.0,84.0,,,,,,,,,,,,,,,,,,,
72,ANTHOCA01,Carmelo,Anthony,N,157.0,5603.0,3283.0,324.0,600.0,924.0,421.0,165.0,71.0,471.0,454.0,2695.0,1154.0,1098.0,864.0,372.0,111.0,N,9.0,323.0,156.0,39.0,21.0,60.0,21.0,8.0,1.0,30.0,31.0,147.0,56.0,52.0,42.0,12.0,2.0,F,2003.0,2004.0,220.0,Syracuse,37.0,20.0,19.0,1.0,80.0,,,,,,,,,,,,,,,,,,,
73,ANTHOGR01,Greg,Anthony,N,757.0,15848.0,5497.0,262.0,1155.0,1417.0,2997.0,887.0,79.0,1043.0,1324.0,4749.0,1914.0,1445.0,1059.0,1748.0,610.0,N,102.0,1597.0,455.0,96.0,28.0,124.0,234.0,82.0,18.0,94.0,207.0,425.0,154.0,140.0,90.0,194.0,57.0,G,1991.0,2001.0,176.0,UNLV,53.0,33.0,23.0,10.0,72.0,,,,,,,,,,,,,,,,,,,
74,ARAUJRA01,Rafael,Araujo,N,59.0,736.0,196.0,59.0,126.0,185.0,16.0,21.0,8.0,52.0,157.0,175.0,76.0,55.0,43.0,3.0,1.0,,,,,,,,,,,,,,,,,,,C,2004.0,2004.0,280.0,BYU,41.0,24.0,24.0,0.0,83.0,,,,,,,,,,,,,,,,,,,
75,ARCENST01,Stacey,Arceneaux,N,7.0,110.0,50.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,10.0,56.0,22.0,13.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1961.0,1961.0,210.0,Iowa State,85.0,25.0,25.0,0.0,76.0,,,,,,,,,,,,,,,,,,,
76,ARCHINA01,Nate,Archibald,N,876.0,31159.0,16481.0,344.0,1015.0,2046.0,6476.0,719.0,81.0,1123.0,2002.0,12628.0,5899.0,5760.0,4664.0,85.0,19.0,N,47.0,1642.0,667.0,62.0,15.0,77.0,306.0,34.0,2.0,122.0,118.0,556.0,235.0,236.0,195.0,17.0,2.0,G,1970.0,1983.0,150.0,UTEP,73.0,35.0,22.0,13.0,73.0,N,1972.0,1981.0,6.0,164.0,77.0,0.0,0.0,31.0,42.0,0.0,0.0,0.0,0.0,62.0,29.0,25.0,0.0,0.0
77,ARCHIRO01,Robert,Archibald,N,44.0,328.0,51.0,27.0,42.0,69.0,16.0,14.0,6.0,17.0,59.0,53.0,15.0,49.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,2002.0,2003.0,250.0,Illinois,41.0,23.0,22.0,1.0,83.0,,,,,,,,,,,,,,,,,,,
78,ARDJI01,Jim,Ard,A,213.0,3100.0,1138.0,0.0,159.0,1012.0,129.0,16.0,25.0,169.0,363.0,1039.0,452.0,360.0,230.0,17.0,4.0,A,19.0,215.0,78.0,0.0,0.0,57.0,7.0,0.0,0.0,0.0,34.0,61.0,30.0,32.0,18.0,0.0,0.0,C,1970.0,1977.0,215.0,Cincinnati,73.0,29.0,22.0,7.0,80.0,,,,,,,,,,,,,,,,,,,
79,ARDJI01,Jim,Ard,A,213.0,3100.0,1138.0,0.0,159.0,1012.0,129.0,16.0,25.0,169.0,363.0,1039.0,452.0,360.0,230.0,17.0,4.0,N,21.0,124.0,39.0,0.0,0.0,28.0,9.0,0.0,0.0,0.0,34.0,37.0,14.0,14.0,11.0,0.0,0.0,C,1970.0,1977.0,215.0,Cincinnati,73.0,29.0,22.0,7.0,80.0,,,,,,,,,,,,,,,,,,,
80,ARDJI01,Jim,Ard,N,218.0,2666.0,771.0,241.0,579.0,820.0,149.0,43.0,96.0,14.0,384.0,831.0,300.0,246.0,171.0,0.0,0.0,A,19.0,215.0,78.0,0.0,0.0,57.0,7.0,0.0,0.0,0.0,34.0,61.0,30.0,32.0,18.0,0.0,0.0,C,1970.0,1977.0,215.0,Cincinnati,73.0,29.0,22.0,7.0,80.0,,,,,,,,,,,,,,,,,,,
81,ARDJI01,Jim,Ard,N,218.0,2666.0,771.0,241.0,579.0,820.0,149.0,43.0,96.0,14.0,384.0,831.0,300.0,246.0,171.0,0.0,0.0,N,21.0,124.0,39.0,0.0,0.0,28.0,9.0,0.0,0.0,0.0,34.0,37.0,14.0,14.0,11.0,0.0,0.0,C,1970.0,1977.0,215.0,Cincinnati,73.0,29.0,22.0,7.0,80.0,,,,,,,,,,,,,,,,,,,
82,ARENAGI01,Gilbert,Arenas,N,264.0,9363.0,5124.0,235.0,915.0,1150.0,1374.0,435.0,63.0,855.0,796.0,4001.0,1697.0,1585.0,1252.0,1321.0,478.0,N,10.0,450.0,236.0,44.0,8.0,52.0,62.0,21.0,6.0,39.0,34.0,194.0,73.0,94.0,72.0,77.0,18.0,G,2001.0,2004.0,191.0,Arizona,39.0,22.0,19.0,3.0,75.0,,,,,,,,,,,,,,,,,,,
83,ARIZATR01,Trevor,Ariza,N,80.0,1382.0,468.0,89.0,153.0,242.0,85.0,70.0,18.0,73.0,150.0,389.0,172.0,174.0,121.0,13.0,3.0,,,,,,,,,,,,,,,,,,,F,2004.0,2004.0,200.0,UCLA,36.0,19.0,19.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
84,ARIZIPA01,Paul,Arizin,N,713.0,24897.0,16266.0,0.0,0.0,6129.0,1665.0,0.0,0.0,0.0,2764.0,13354.0,5628.0,6189.0,5010.0,0.0,0.0,N,49.0,1815.0,1186.0,0.0,0.0,404.0,128.0,0.0,0.0,0.0,177.0,1001.0,411.0,439.0,364.0,0.0,0.0,F,1950.0,1961.0,190.0,Villanova,93.0,33.0,22.0,11.0,76.0,N,1950.0,1961.0,10.0,305.0,137.0,0.0,0.0,47.0,6.0,0.0,0.0,0.0,0.0,116.0,54.0,36.0,0.0,0.0
85,ARLAUJO01,Joe,Arlauckas,N,9.0,85.0,34.0,6.0,7.0,13.0,8.0,3.0,4.0,4.0,16.0,43.0,14.0,8.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1987.0,1987.0,230.0,Niagara,56.0,22.0,22.0,0.0,81.0,,,,,,,,,,,,,,,,,,,
86,ARMSTBJ01,B.j.,Armstrong,N,747.0,17790.0,7320.0,192.0,1129.0,1321.0,2479.0,533.0,47.0,889.0,1128.0,5981.0,2850.0,1383.0,1184.0,1025.0,436.0,N,105.0,2364.0,828.0,127.0,24.0,151.0,252.0,82.0,3.0,79.0,171.0,667.0,314.0,179.0,149.0,113.0,51.0,G,1989.0,1999.0,175.0,Iowa,54.0,32.0,22.0,10.0,74.0,N,1993.0,1993.0,1.0,22.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0
87,ARMSTBO01,Bob,Armstrong,N,19.0,110.0,28.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,13.0,37.0,11.0,12.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1956.0,1956.0,220.0,Michigan State,88.0,23.0,23.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
88,ARMSTBR01,Brandon,Armstrong,N,108.0,699.0,239.0,17.0,46.0,63.0,24.0,22.0,4.0,37.0,83.0,287.0,101.0,20.0,12.0,75.0,25.0,N,8.0,32.0,6.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,12.0,3.0,0.0,0.0,1.0,0.0,G,2001.0,2003.0,185.0,Pepperdine,41.0,23.0,21.0,2.0,77.0,,,,,,,,,,,,,,,,,,,
89,ARMSTDA01,Darrell,Armstrong,N,647.0,17470.0,7002.0,534.0,1452.0,1986.0,3044.0,1008.0,87.0,1381.0,1172.0,5891.0,2424.0,1514.0,1337.0,2432.0,817.0,N,40.0,1072.0,338.0,77.0,33.0,110.0,125.0,45.0,5.0,82.0,87.0,269.0,110.0,88.0,79.0,129.0,39.0,G,1994.0,2004.0,170.0,Fayetteville State,53.0,36.0,26.0,10.0,72.0,,,,,,,,,,,,,,,,,,,
90,ARMSTPA01,Paul,Armstrong,N,153.0,0.0,1040.0,0.0,0.0,89.0,358.0,0.0,0.0,0.0,456.0,1176.0,347.0,500.0,346.0,0.0,0.0,N,6.0,0.0,24.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,14.0,41.0,11.0,5.0,2.0,0.0,0.0,G,1948.0,1950.0,170.0,Indiana,103.0,32.0,30.0,2.0,71.0,,,,,,,,,,,,,,,,,,,
91,ARMSTTA01,Tate,Armstrong,N,92.0,975.0,350.0,31.0,57.0,88.0,105.0,33.0,0.0,79.0,64.0,350.0,159.0,40.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1977.0,1978.0,175.0,Duke,66.0,23.0,22.0,1.0,75.0,,,,,,,,,,,,,,,,,,,
92,ARNELJE01,Jesse,Arnelle,N,31.0,409.0,147.0,0.0,0.0,170.0,18.0,0.0,0.0,0.0,60.0,164.0,52.0,69.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1955.0,1955.0,220.0,Penn State,87.0,21.0,21.0,0.0,77.0,,,,,,,,,,,,,,,,,,,
93,ARNETJA01,Jay,Arnette,N,114.0,1177.0,424.0,0.0,0.0,116.0,139.0,0.0,0.0,0.0,233.0,447.0,163.0,129.0,98.0,0.0,0.0,N,9.0,81.0,29.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,22.0,32.0,11.0,8.0,7.0,0.0,0.0,G,1963.0,1965.0,175.0,Texas,82.0,26.0,24.0,2.0,74.0,,,,,,,,,,,,,,,,,,,
94,ARNZEBO01,Bob,Arnzen,A,56.0,358.0,142.0,0.0,20.0,65.0,11.0,3.0,2.0,8.0,34.0,134.0,63.0,23.0,15.0,5.0,1.0,A,7.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,F,1969.0,1973.0,205.0,Notre Dame,74.0,26.0,22.0,4.0,77.0,,,,,,,,,,,,,,,,,,,
95,ARNZEBO01,Bob,Arnzen,N,55.0,594.0,301.0,0.0,0.0,152.0,24.0,0.0,0.0,0.0,54.0,277.0,128.0,52.0,45.0,0.0,0.0,A,7.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,F,1969.0,1973.0,205.0,Notre Dame,74.0,26.0,22.0,4.0,77.0,,,,,,,,,,,,,,,,,,,
96,ARROYCA01,Carlos,Arroyo,N,196.0,3802.0,1494.0,80.0,239.0,319.0,701.0,123.0,10.0,302.0,345.0,1323.0,562.0,402.0,321.0,155.0,49.0,N,22.0,177.0,49.0,9.0,3.0,12.0,44.0,4.0,2.0,10.0,21.0,54.0,19.0,16.0,11.0,1.0,0.0,G,2001.0,2004.0,220.0,Florida Int,42.0,25.0,22.0,3.0,74.0,,,,,,,,,,,,,,,,,,,
97,ARTESRO01,Ron,Artest,N,352.0,11568.0,5073.0,330.0,1335.0,1665.0,1049.0,735.0,229.0,807.0,1093.0,4287.0,1794.0,1624.0,1176.0,979.0,309.0,N,26.0,1004.0,449.0,122.0,41.0,163.0,77.0,49.0,25.0,62.0,89.0,403.0,155.0,138.0,102.0,110.0,37.0,F,1999.0,2004.0,244.0,St. John's,42.0,25.0,20.0,5.0,78.0,N,2003.0,2003.0,1.0,17.0,7.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,0.0
98,ARTHUJO01,John,Arthurs,N,11.0,86.0,35.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,15.0,35.0,12.0,15.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1969.0,1969.0,185.0,Tulane,74.0,22.0,22.0,0.0,76.0,,,,,,,,,,,,,,,,,,,
99,ASKEWVI01,Vincent,Askew,N,467.0,9361.0,3313.0,400.0,776.0,1176.0,1017.0,304.0,106.0,503.0,972.0,2534.0,1215.0,1070.0,807.0,253.0,76.0,N,50.0,707.0,216.0,60.0,36.0,96.0,59.0,21.0,9.0,42.0,95.0,191.0,76.0,79.0,54.0,29.0,10.0,G,1987.0,1997.0,210.0,Memphis State,55.0,31.0,21.0,10.0,78.0,,,,,,,,,,,,,,,,,,,
100,ASKINKE01,Keith,Askins,N,486.0,7983.0,1852.0,525.0,903.0,1428.0,375.0,278.0,170.0,321.0,1094.0,1688.0,677.0,311.0,223.0,774.0,275.0,N,27.0,333.0,61.0,35.0,22.0,57.0,13.0,9.0,3.0,11.0,56.0,57.0,21.0,9.0,7.0,31.0,12.0,F,1990.0,1998.0,197.0,Alabama,53.0,30.0,22.0,8.0,79.0,,,,,,,,,,,,,,,,,,,
101,ASMONDO01,Don,Asmonga,N,7.0,46.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,12.0,15.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1953.0,1953.0,185.0,California (PA),93.0,25.0,25.0,0.0,74.0,,,,,,,,,,,,,,,,,,,
102,ATHARI01,Richard,Atha,N,43.0,448.0,137.0,0.0,0.0,66.0,51.0,0.0,0.0,0.0,63.0,135.0,53.0,39.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1955.0,1957.0,190.0,Indiana State,90.0,26.0,24.0,2.0,74.0,,,,,,,,,,,,,,,,,,,
103,ATKINCH01,Chucky,Atkins,N,453.0,12119.0,4825.0,113.0,730.0,843.0,1655.0,336.0,27.0,739.0,888.0,4342.0,1810.0,732.0,546.0,1776.0,659.0,N,31.0,740.0,270.0,48.0,10.0,58.0,75.0,26.0,1.0,42.0,66.0,248.0,92.0,62.0,51.0,98.0,35.0,G,1999.0,2004.0,160.0,South Florida,47.0,30.0,25.0,5.0,71.0,,,,,,,,,,,,,,,,,,,
104,ATTLEAL01,Alvin,Attles,N,711.0,17826.0,6328.0,0.0,0.0,2463.0,2483.0,0.0,0.0,0.0,2417.0,5545.0,2499.0,2106.0,1330.0,0.0,0.0,N,62.0,1504.0,395.0,0.0,0.0,245.0,206.0,0.0,0.0,0.0,246.0,382.0,154.0,158.0,87.0,0.0,0.0,G,1960.0,1970.0,175.0,North Carolina A&T,85.0,34.0,24.0,10.0,72.0,,,,,,,,,,,,,,,,,,,
105,AUBUCCH01,Chet,Aubuchon,N,30.0,0.0,65.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,46.0,91.0,23.0,35.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1946.0,1946.0,137.0,Michigan State,105.0,30.0,30.0,0.0,70.0,,,,,,,,,,,,,,,,,,,
106,AUGMOST01,Stacey,Augmon,N,965.0,21270.0,7919.0,1247.0,1916.0,3163.0,1538.0,962.0,311.0,1237.0,1710.0,6407.0,3012.0,2586.0,1883.0,79.0,12.0,N,77.0,1471.0,462.0,126.0,53.0,179.0,101.0,56.0,14.0,73.0,141.0,370.0,162.0,177.0,138.0,3.0,0.0,G,1991.0,2004.0,205.0,UNLV,53.0,36.0,23.0,13.0,78.0,,,,,,,,,,,,,,,,,,,
107,AUSTIIS01,Isaac,Austin,N,432.0,8350.0,3285.0,616.0,1414.0,2030.0,538.0,214.0,226.0,701.0,967.0,2901.0,1295.0,1024.0,686.0,51.0,9.0,N,20.0,402.0,126.0,60.0,23.0,83.0,14.0,10.0,11.0,30.0,50.0,106.0,46.0,43.0,33.0,6.0,1.0,C,1991.0,2001.0,255.0,Arizona State,52.0,32.0,22.0,10.0,82.0,,,,,,,,,,,,,,,,,,,
108,AUSTIJO01,John,Austin,A,41.0,692.0,317.0,0.0,0.0,64.0,58.0,0.0,0.0,57.0,110.0,279.0,108.0,140.0,101.0,11.0,0.0,,,,,,,,,,,,,,,,,,,G,1966.0,1967.0,170.0,Boston College,77.0,23.0,22.0,1.0,72.0,,,,,,,,,,,,,,,,,,,
109,AUSTIJO01,John,Austin,N,4.0,61.0,23.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,12.0,22.0,5.0,16.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1966.0,1967.0,170.0,Boston College,77.0,23.0,22.0,1.0,72.0,,,,,,,,,,,,,,,,,,,
110,AUSTIKE01,Ken,Austin,N,7.0,28.0,12.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,7.0,13.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1983.0,1983.0,205.0,Rice,60.0,22.0,22.0,0.0,81.0,,,,,,,,,,,,,,,,,,,
111,AVENTAN01,Anthony,Avent,N,352.0,6729.0,1958.0,560.0,1024.0,1584.0,278.0,166.0,211.0,416.0,824.0,2019.0,814.0,481.0,330.0,2.0,0.0,N,9.0,80.0,28.0,7.0,12.0,19.0,1.0,0.0,1.0,3.0,13.0,20.0,9.0,12.0,10.0,1.0,0.0,F,1992.0,1999.0,235.0,Seton Hall,52.0,30.0,23.0,7.0,81.0,,,,,,,,,,,,,,,,,,,
112,AVERIWI01,William,Averitt,A,236.0,5942.0,3349.0,0.0,519.0,519.0,748.0,256.0,41.0,590.0,586.0,3200.0,1311.0,890.0,671.0,225.0,56.0,A,30.0,727.0,387.0,0.0,0.0,55.0,93.0,0.0,0.0,0.0,74.0,403.0,155.0,92.0,77.0,0.0,0.0,G,1976.0,1977.0,170.0,Pepperdine,69.0,25.0,24.0,1.0,73.0,,,,,,,,,,,,,,,,,,,
113,AVERIWI01,William,Averitt,N,130.0,2221.0,1085.0,37.0,124.0,161.0,330.0,69.0,14.0,143.0,250.0,1103.0,432.0,310.0,221.0,0.0,0.0,A,30.0,727.0,387.0,0.0,0.0,55.0,93.0,0.0,0.0,0.0,74.0,403.0,155.0,92.0,77.0,0.0,0.0,G,1976.0,1977.0,170.0,Pepperdine,69.0,25.0,24.0,1.0,73.0,,,,,,,,,,,,,,,,,,,
114,AVERYWI01,William,Avery,N,142.0,1205.0,379.0,14.0,79.0,93.0,199.0,34.0,6.0,106.0,125.0,415.0,137.0,91.0,65.0,157.0,40.0,N,2.0,12.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,1.0,G,1999.0,2001.0,197.0,Duke,42.0,22.0,20.0,2.0,74.0,,,,,,,,,,,,,,,,,,,
115,AWTREDE01,Dennis,Awtrey,N,733.0,14159.0,3516.0,703.0,1514.0,3342.0,1467.0,186.0,182.0,245.0,1702.0,3009.0,1382.0,1154.0,752.0,0.0,0.0,N,42.0,747.0,177.0,0.0,0.0,188.0,63.0,6.0,4.0,0.0,106.0,132.0,70.0,61.0,37.0,0.0,0.0,C,1970.0,1981.0,235.0,Santa Clara,73.0,33.0,22.0,11.0,82.0,,,,,,,,,,,,,,,,,,,
116,BABICMI01,Milos,Babic,N,21.0,87.0,37.0,8.0,12.0,20.0,10.0,2.0,1.0,10.0,7.0,32.0,12.0,20.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1990.0,1991.0,240.0,Tennessee Tech,52.0,22.0,21.0,1.0,84.0,,,,,,,,,,,,,,,,,,,
117,BACHJO01,Johnny,Bach,N,34.0,0.0,119.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,119.0,34.0,75.0,51.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1948.0,1948.0,180.0,Fordham,97.0,24.0,24.0,0.0,74.0,,,,,,,,,,,,,,,,,,,
118,BACONHE01,Henry,Bacon,A,47.0,425.0,166.0,0.0,0.0,82.0,38.0,0.0,0.0,64.0,72.0,164.0,60.0,73.0,44.0,10.0,2.0,,,,,,,,,,,,,,,,,,,G,1972.0,1972.0,205.0,Louisville,73.0,24.0,24.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
119,BAECHJI01,Jim,Baechtold,N,321.0,8256.0,3123.0,0.0,0.0,1009.0,685.0,0.0,0.0,0.0,795.0,2876.0,1117.0,1135.0,889.0,0.0,0.0,N,9.0,307.0,121.0,0.0,0.0,32.0,36.0,0.0,0.0,0.0,41.0,104.0,45.0,39.0,31.0,0.0,0.0,F,1952.0,1956.0,205.0,Eastern Kentucky,93.0,28.0,24.0,4.0,76.0,,,,,,,,,,,,,,,,,,,
120,BAGARDA01,Dalibor,Bagaric,N,95.0,975.0,251.0,37.0,201.0,238.0,37.0,29.0,43.0,72.0,163.0,269.0,97.0,102.0,57.0,2.0,0.0,,,,,,,,,,,,,,,,,,,C,2000.0,2002.0,255.0,none,41.0,22.0,20.0,2.0,85.0,,,,,,,,,,,,,,,,,,,
121,BAGLEJO01,John,Bagley,N,665.0,17120.0,5802.0,413.0,1316.0,1729.0,3980.0,755.0,54.0,1512.0,1090.0,5398.0,2359.0,1245.0,970.0,473.0,114.0,N,19.0,546.0,181.0,35.0,12.0,47.0,142.0,23.0,2.0,61.0,33.0,166.0,72.0,51.0,36.0,8.0,1.0,G,1982.0,1993.0,185.0,Boston College,61.0,33.0,22.0,11.0,72.0,,,,,,,,,,,,,,,,,,,
122,BAILECA01,Carl,Bailey,N,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1981.0,1981.0,210.0,Tuskegee,63.0,23.0,23.0,0.0,84.0,,,,,,,,,,,,,,,,,,,
123,BAILEGU01,Gus,Bailey,N,147.0,1346.0,389.0,95.0,149.0,244.0,168.0,56.0,43.0,45.0,150.0,384.0,156.0,149.0,76.0,1.0,1.0,N,8.0,116.0,45.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,12.0,36.0,18.0,10.0,9.0,0.0,0.0,G,1974.0,1979.0,185.0,UTEP,70.0,28.0,23.0,5.0,77.0,,,,,,,,,,,,,,,,,,,
124,BAILEJA01,James,Bailey,N,595.0,11625.0,5246.0,1010.0,1978.0,2988.0,488.0,305.0,521.0,1057.0,1978.0,4228.0,2045.0,1644.0,1155.0,13.0,1.0,N,14.0,164.0,59.0,21.0,10.0,31.0,6.0,11.0,10.0,12.0,27.0,47.0,22.0,22.0,15.0,0.0,0.0,F,1979.0,1987.0,220.0,Rutgers,64.0,30.0,22.0,8.0,81.0,,,,,,,,,,,,,,,,,,,
125,BAILETH01,Thurl,Bailey,N,928.0,24873.0,11834.0,1304.0,3414.0,4718.0,1298.0,435.0,1086.0,1444.0,1843.0,10056.0,4753.0,2863.0,2324.0,35.0,4.0,N,69.0,2117.0,929.0,266.0,116.0,382.0,98.0,30.0,82.0,109.0,196.0,811.0,364.0,241.0,201.0,4.0,0.0,F,1983.0,1998.0,215.0,North Carolina State,60.0,37.0,22.0,15.0,83.0,,,,,,,,,,,,,,,,,,,
126,BAILETO01,Toby,Bailey,N,73.0,698.0,241.0,50.0,76.0,126.0,43.0,22.0,6.0,35.0,79.0,226.0,92.0,78.0,54.0,15.0,3.0,N,5.0,15.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,2.0,0.0,0.0,G,1998.0,1999.0,213.0,UCLA,45.0,23.0,22.0,1.0,78.0,,,,,,,,,,,,,,,,,,,
127,BAKERJI01,Jimmie,Baker,A,5.0,40.0,6.0,0.0,14.0,14.0,4.0,0.0,3.0,6.0,11.0,15.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1975.0,1975.0,220.0,Hawaii,67.0,21.0,21.0,0.0,81.0,,,,,,,,,,,,,,,,,,,
128,BAKERMA01,Mark,Baker,N,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1998.0,1998.0,175.0,Ohio State,52.0,29.0,29.0,0.0,73.0,,,,,,,,,,,,,,,,,,,
129,BAKERMA02,Maurice,Baker,N,5.0,19.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,2004.0,2004.0,175.0,Oklahoma St.,42.0,25.0,25.0,0.0,73.0,,,,,,,,,,,,,,,,,,,
